Sl.no,Vehicle Number,Country,Latt/lang,Coordinates,Latitude,Longitude,Population_Density,GDP_PPP
3604,DS2015,TOGO,"(6.395446,1.228137)","6.395446,1.228137",6.395446,1.228137,129,
3605,DP4576,TOGO,"(6.173625,1.296502)","6.173625,1.296502",6.173625,1.296502,223,8251214.0
3606,DS1952,TOGO,"(6.94803,1.164093)","6.94803,1.164093",6.94803,1.164093,113,4078876.5
3607,DT0512,TOGO,"(6.283795,1.13915)","6.283795,1.13915",6.283795,1.13915,223,280505.1
3608,DS2118,TOGO,"(6.944449,1.153995)","6.944449,1.153995",6.944449,1.153995,113,1807616.2
3609,DS1544,TOGO,"(6.93772,1.171288)","6.93772,1.171288",6.93772,1.171288,113,1024394.8
3610,DS2047,TOGO,"(6.978287,1.167253)","6.978287,1.167253",6.978287,1.167253,113,4463076.5
3611,DR9073,TOGO,"(6.321478,1.612957)","6.321478,1.612957",6.321478,1.612957,157,233969.66
3612,DS0066,TOGO,"(6.976282,1.170517)","6.976282,1.170517",6.976282,1.170517,113,4463076.5
3613,DS2106,TOGO,"(6.32777,1.618815)","6.32777,1.618815",6.32777,1.618815,157,487940.94
3614,DL8588,TOGO ,"(6.37009,1.198148)","6.37009,1.198148",6.37009,1.198148,129,
3615,DR3838,TOGO,"(6.336988,1.527008)","6.336988,1.527008",6.336988,1.527008,159,8033907.0
3616,DS1607,TOGO,"(6.384012,1.240955)","6.384012,1.240955",6.384012,1.240955,129,3118721.2
3617,DR9076,TOGO,"(6.291078,1.359872)","6.291078,1.359872",6.291078,1.359872,147,3004760.2
3618,DP6201,TOGO,"(7.322398,1.166836)","7.322398,1.166836",7.322398,1.166836,107,2389220.0
3619,DR4501,TOGO,"(6.708237,1.476467)","6.708237,1.476467",6.708237,1.476467,136,
3620,DO6083,TOGO,"(6.318662,1.245497)","6.318662,1.245497",6.318662,1.245497,129,111962.31
3621,DN5894,TOGO,"(6.793182,0.795432)","6.793182,0.795432",6.793182,0.795432,128,5501395.0
3622,DS0307,TOGO,"(6.280483,1.27549)","6.280483,1.27549",6.280483,1.27549,131,117594.15
3623,DT0507,TOGO,"(6.448727,1.182685)","6.448727,1.182685",6.448727,1.182685,129,
3624,DS1668,TOGO,"(6.453854,1.184358)","6.453854,1.184358",6.453854,1.184358,129,2891.0906
3625,DR6920,TOGO,"(6.333468,1.56771)","6.333468,1.56771",6.333468,1.56771,159,527471.56
3626,DR6942,TOGO,"(6.607392,1.512175)","6.607392,1.512175",6.607392,1.512175,136,1327814.2
3627,DO9205,TOGO,"(6.338767,1.180087)","6.338767,1.180087",6.338767,1.180087,129,41741.37
3628,DR7964,TOGO,"(6.934435,1.174199)","6.934435,1.174199",6.934435,1.174199,113,1024394.8
3629,DR5625,TOGO,"(6.951533,1.174015)","6.951533,1.174015",6.951533,1.174015,113,14262873.0
3630,DR0158,TOGO,"(6.705765,1.477293)","6.705765,1.477293",6.705765,1.477293,136,
3631,DR0178,TOGO,"(6.561727,1.02819)","6.561727,1.02819",6.561727,1.02819,129,389672.94
3632,DP6093,TOGO,"(7.002258,1.390903)","7.002258,1.390903",7.002258,1.390903,113,727682.9
3633,DR4978,TOGO,"(6.31102,1.12516)","6.31102,1.12516",6.31102,1.12516,129,88862.695
3634,DM0276,TOGO ,"(6.296711,1.308317)","6.296711,1.308317",6.296711,1.308317,147,117169.305
3635,DR6684,TOGO,"(6.25482,1.223798)","6.25482,1.223798",6.25482,1.223798,131,676964.3
3636,DR6778,TOGO,"(6.284383,1.281892)","6.284383,1.281892",6.284383,1.281892,131,559570.9
3637,DR3402,TOGO,"(6.350785,1.665098)","6.350785,1.665098",6.350785,1.665098,157,198465.34
3638,DS1564,TOGO,"(6.431036,1.567801)","6.431036,1.567801",6.431036,1.567801,159,16624.611
3639,DP4581,TOGO,"(6.311589,1.247127)","6.311589,1.247127",6.311589,1.247127,129,1385598.6
3640,DT0593,TOGO,"(6.378973,1.186732)","6.378973,1.186732",6.378973,1.186732,129,
3641,DR4556,TOGO,"(6.318768,1.2554)","6.318768,1.2554",6.318768,1.2554,129,110547.14
3642,DS0970,TOGO,"(6.227348,1.585732)","6.227348,1.585732",6.227348,1.585732,158,3994532.2
3643,DR1825,TOGO,"(6.299513,1.124218)","6.299513,1.124218",6.299513,1.124218,223,21663.484
3644,DS0043,TOGO,"(7.781845,1.200415)","7.781845,1.200415",7.781845,1.200415,107,314771.9
3645,DR5464,TOGO,"(6.367139,1.244814)","6.367139,1.244814",6.367139,1.244814,129,250693.8
3646,DR1828,TOGO,"(6.23937,1.228202)","6.23937,1.228202",6.23937,1.228202,131,226501.78
3647,DR5811,TOGO,"(6.947992,1.164048)","6.947992,1.164048",6.947992,1.164048,113,4078876.5
3648,DR6836,TOGO,"(6.433172,1.269773)","6.433172,1.269773",6.433172,1.269773,129,613819.94
3649,DR0125,TOGO,"(6.289947,1.170172)","6.289947,1.170172",6.289947,1.170172,223,
3650,DS1590,TOGO,"(7.03937,1.203397)","7.03937,1.203397",7.03937,1.203397,113,807977.8
3651,DR5529,TOGO,"(6.60813,1.390248)","6.60813,1.390248",6.60813,1.390248,136,5077428.0
3652,DR9193,TOGO,"(7.748802,1.198693)","7.748802,1.198693",7.748802,1.198693,120,3367088.5
3653,DR9130,TOGO,"(6.327172,1.262716)","6.327172,1.262716",6.327172,1.262716,129,
3654,DR8391,TOGO,"(6.349886,1.237096)","6.349886,1.237096",6.349886,1.237096,129,199160.45
3655,DR5569,TOGO,"(6.605452,1.516859)","6.605452,1.516859",6.605452,1.516859,136,31575.223
3656,DS1988,TOGO,"(7.824892,1.190619)","7.824892,1.190619",7.824892,1.190619,107,
3657,DP4587,TOGO,"(6.555743,1.184695)","6.555743,1.184695",6.555743,1.184695,129,8223.14
3658,DR7974,TOGO,"(7.536818,1.110089)","7.536818,1.110089",7.536818,1.110089,108,4023683.8
3659,DR7359,TOGO,"(6.302037,1.234043)","6.302037,1.234043",6.302037,1.234043,129,620566.6
3660,DR3505,TOGO,"(6.944617,1.188927)","6.944617,1.188927",6.944617,1.188927,113,
3661,DR4536,Togo ,"(6.36816,1.413373)","6.36816,1.413373",6.36816,1.413373,159,8496044.0
3662,DP9249,TOGO,"(6.947423,1.166905)","6.947423,1.166905",6.947423,1.166905,113,6800038.5
3663,DO6965,TOGO,"(6.240546,1.233408)","6.240546,1.233408",6.240546,1.233408,131,15310.385
3664,DL2821,TOGO ,"(6.285267,1.141668)","6.285267,1.141668",6.285267,1.141668,223,719261.6
3665,DO9173,TOGO,"(6.30199,1.141965)","6.30199,1.141965",6.30199,1.141965,129,68668.82
3666,DS1991,TOGO,"(6.94678,1.159508)","6.94678,1.159508",6.94678,1.159508,113,4078876.5
3667,DR6941,TOGO,"(6.498594,1.619018)","6.498594,1.619018",6.498594,1.619018,157,6516047.0
3668,DS1549,TOGO,"(6.444423,1.18933)","6.444423,1.18933",6.444423,1.18933,129,1021547.1
3669,DS1612,TOGO,"(6.52923,1.189423)","6.52923,1.189423",6.52923,1.189423,129,27538.059
3670,DR5526,TOGO,"(6.60429,1.515727)","6.60429,1.515727",6.60429,1.515727,136,1327814.2
3671,DR3883,TOGO,"(6.927252,1.170299)","6.927252,1.170299",6.927252,1.170299,113,67041.04
3672,DR7955,TOGO,"(7.309566,1.159419)","7.309566,1.159419",7.309566,1.159419,107,2699321.0
3673,DS1990,TOGO,"(7.108432,1.265903)","7.108432,1.265903",7.108432,1.265903,113,353251.47
3674,DS1679,TOGO,"(6.854388,1.180223)","6.854388,1.180223",6.854388,1.180223,113,71652.87
3675,DR8403,TOGO,"(6.965701,1.17701)","6.965701,1.17701",6.965701,1.17701,113,174268.62
3676,DS2109,TOGO,"(6.95797,1.170803)","6.95797,1.170803",6.95797,1.170803,113,14262873.0
3677,DR5468,TOGO,"(6.333499,1.526502)","6.333499,1.526502",6.333499,1.526502,159,8033907.0
3678,DR5518,TOGO,"(6.338993,1.477774)","6.338993,1.477774",6.338993,1.477774,159,11196.769
3679,DR5451,TOGO,"(6.424092,1.564844)","6.424092,1.564844",6.424092,1.564844,159,41164.96
3680,DR8395,TOGO,"(6.95806,1.17066)","6.95806,1.17066",6.95806,1.17066,113,14262873.0
3681,DR5817,TOGO,"(6.407591,1.397864)","6.407591,1.397864",6.407591,1.397864,134,
3682,DS1630,TOGO,"(6.384018,1.455795)","6.384018,1.455795",6.384018,1.455795,159,2546319.8
3683,DL2840,TOGO,"(6.37292,1.216227)","6.37292,1.216227",6.37292,1.216227,129,134235.44
3684,DR5510,TOGO,"(6.65899,1.409908)","6.65899,1.409908",6.65899,1.409908,136,6092719.0
3685,DL7348,TOGO ,"(6.174523,1.343752)","6.174523,1.343752",6.174523,1.343752,255,8015573.5
3686,DR3464,TOGO,"(6.319631,1.115313)","6.319631,1.115313",6.319631,1.115313,129,85299.28
3687,DR5579,TOGO,"(6.606587,1.517922)","6.606587,1.517922",6.606587,1.517922,136,31575.223
3688,DP6146,TOGO,"(6.209041,1.413883)","6.209041,1.413883",6.209041,1.413883,158,713517.56
3689,DO9275,TOGO,"(6.306113,1.148055)","6.306113,1.148055",6.306113,1.148055,129,68668.82
3690,DS0165,TOGO,"(6.295218,1.148215)","6.295218,1.148215",6.295218,1.148215,223,
3691,DO7023,TOGO,"(6.286328,1.244782)","6.286328,1.244782",6.286328,1.244782,131,469651.12
3692,DO6836,TOGO,"(6.255633,1.226602)","6.255633,1.226602",6.255633,1.226602,131,204566.39
3693,DR7967,TOGO,"(6.946547,1.183876)","6.946547,1.183876",6.946547,1.183876,113,
3694,DR9219,TOGO,"(6.939892,1.158773)","6.939892,1.158773",6.939892,1.158773,113,
3695,DS1626,TOGO,"(6.94564,1.150468)","6.94564,1.150468",6.94564,1.150468,113,1807616.2
3696,DR0136,TOGO,"(6.497484,1.05873)","6.497484,1.05873",6.497484,1.05873,129,103303.516
3697,DS1545,TOGO,"(6.379258,1.233807)","6.379258,1.233807",6.379258,1.233807,129,
3698,DR4500,TOGO,"(6.28251,1.182974)","6.28251,1.182974",6.28251,1.182974,223,15206.261
3699,DP9391,TOGO,"(6.932755,1.027)","6.932755,1.027",6.932755,1.027,113,
3700,DS0296,TOGO,"(6.278483,1.284685)","6.278483,1.284685",6.278483,1.284685,131,476064.47
3701,DP6092,TOGO,"(6.340852,1.118042)","6.340852,1.118042",6.340852,1.118042,129,98859.27
3702,DS1601,TOGO,"(6.526547,0.996961)","6.526547,0.996961",6.526547,0.996961,129,396733.53
3703,DR7346,TOGO,"(6.285022,1.241555)","6.285022,1.241555",6.285022,1.241555,131,469651.12
3704,DS1663,TOGO,"(6.445513,1.190495)","6.445513,1.190495",6.445513,1.190495,129,1021547.1
3705,DR0199,TOGO,"(6.315228,1.122762)","6.315228,1.122762",6.315228,1.122762,129,
3706,DR0231,TOGO,"(6.15169,1.295633)","6.15169,1.295633",6.15169,1.295633,223,7833714.5
3707,DM7515,TOGO,"(6.28948,1.299495)","6.28948,1.299495",6.28948,1.299495,131,16031.731
3708,DR6887,TOGO,"(6.286578,1.506465)","6.286578,1.506465",6.286578,1.506465,158,12472.493
3709,DS2110,TOGO,"(7.505142,1.155587)","7.505142,1.155587",7.505142,1.155587,108,2684419.0
3710,DP9256,TOGO,"(6.294892,1.309133)","6.294892,1.309133",6.294892,1.309133,147,193639.16
3711,DR7970,TOGO,"(6.343767,1.248678)","6.343767,1.248678",6.343767,1.248678,129,199160.45
3712,DP5966,TOGO,"(6.283062,1.1387)","6.283062,1.1387",6.283062,1.1387,223,669755.3
3713,DS1694,TOGO,"(6.95816,1.170755)","6.95816,1.170755",6.95816,1.170755,113,14262873.0
3714,DR5515,TOGO,"(6.352608,1.193143)","6.352608,1.193143",6.352608,1.193143,129,
3715,DP6203,TOGO,"(6.282192,1.18253)","6.282192,1.18253",6.282192,1.18253,223,15206.261
3716,DS1623,TOGO,"(6.948222,1.166137)","6.948222,1.166137",6.948222,1.166137,113,4078876.5
3717,DP9374,TOGO,"(6.446422,1.191982)","6.446422,1.191982",6.446422,1.191982,129,1021547.1
3718,DR5539,TOGO,"(6.495304,1.640377)","6.495304,1.640377",6.495304,1.640377,157,5412813.5
3719,DR6892,TOGO,"(6.335777,1.70632)","6.335777,1.70632",6.335777,1.70632,155,253105.9
3720,DL5067,TOGO,"(7.039538,1.501597)","7.039538,1.501597",7.039538,1.501597,113,626001.7
3721,DR9080,TOGO,"(7.501593,1.149385)","7.501593,1.149385",7.501593,1.149385,108,
3722,DS2123,TOGO,"(7.782587,1.188573)","7.782587,1.188573",7.782587,1.188573,120,
3723,DS0033,TOGO,"(6.991552,1.274752)","6.991552,1.274752",6.991552,1.274752,113,
3724,DR1738,TOGO,"(6.336705,1.645955)","6.336705,1.645955",6.336705,1.645955,157,671863.75
3725,DO7471,TOGO,"(6.868567,0.717829)","6.868567,0.717829",6.868567,0.717829,128,
3726,DS1593,TOGO,"(6.417657,1.329934)","6.417657,1.329934",6.417657,1.329934,134,1207749.8
3727,DS1675,TOGO,"(6.444185,1.190443)","6.444185,1.190443",6.444185,1.190443,129,1021547.1
3728,DR7375,TOGO,"(6.445712,1.25783)","6.445712,1.25783",6.445712,1.25783,129,
3729,DR7959,TOGO,"(7.713858,1.196684)","7.713858,1.196684",7.713858,1.196684,120,
3730,DS1943,TOGO,"(7.77812,1.197151)","7.77812,1.197151",7.77812,1.197151,120,1252924.1
3731,DR0144,TOGO,"(6.382302,1.252653)","6.382302,1.252653",6.382302,1.252653,129,34808.844
3732,DR7957,TOGO,"(7.748345,1.208183)","7.748345,1.208183",7.748345,1.208183,107,3897782.2
3733,DR7965,TOGO,"(7.313852,1.157478)","7.313852,1.157478",7.313852,1.157478,107,134466.98
3734,DS0027,TOGO,"(7.002673,1.085885)","7.002673,1.085885",7.002673,1.085885,113,
3735,DR6704,TOGO,"(7.153808,1.29983)","7.153808,1.29983",7.153808,1.29983,113,166419.44
3736,DR5642,TOGO,"(6.169843,1.29298)","6.169843,1.29298",6.169843,1.29298,223,8251214.0
3737,DR1591,TOGO,"(6.318355,1.122907)","6.318355,1.122907",6.318355,1.122907,129,1636123.1
3738,DR3864,TOGO,"(6.529028,1.188612)","6.529028,1.188612",6.529028,1.188612,129,27538.059
3739,DS2034,TOGO,"(6.231455,1.473253)","6.231455,1.473253",6.231455,1.473253,158,1437534.4
3740,DO7714,TOGO,"(6.221773,1.555065)","6.221773,1.555065",6.221773,1.555065,158,2206765.8
3741,DR4620,Togo ,"(6.300602,1.131857)","6.300602,1.131857",6.300602,1.131857,129,
3742,DO9251,TOGO,"(6.275858,1.28349)","6.275858,1.28349",6.275858,1.28349,131,476064.47
3743,DR5533,TOGO,"(6.60378,1.51505)","6.60378,1.51505",6.60378,1.51505,136,1327814.2
3744,DS1628,TOGO,"(6.443954,1.190637)","6.443954,1.190637",6.443954,1.190637,129,1021547.1
3745,DR8387,TOGO,"(6.27731,1.247985)","6.27731,1.247985",6.27731,1.247985,131,
3746,DO9174,TOGO,"(6.179377,1.292894)","6.179377,1.292894",6.179377,1.292894,223,2845829.2
3747,DR5627,TOGO,"(6.971943,1.291852)","6.971943,1.291852",6.971943,1.291852,113,1516693.8
3748,DS1557,TOGO,"(6.448404,1.191124)","6.448404,1.191124",6.448404,1.191124,129,1021547.1
3749,DT0613,TOGO,"(6.27484,1.290265)","6.27484,1.290265",6.27484,1.290265,131,1758714.2
3750,DR9129,TOGO,"(6.930427,1.146707)","6.930427,1.146707",6.930427,1.146707,113,
3751,DS0042,TOGO,"(6.964872,1.297688)","6.964872,1.297688",6.964872,1.297688,113,58292.016
3752,DO9161,TOGO,"(6.213767,1.505988)","6.213767,1.505988",6.213767,1.505988,158,3951809.0
3753,DR0208,TOGO,"(6.489797,1.645767)","6.489797,1.645767",6.489797,1.645767,157,3669102.5
3754,DR3843,TOGO,"(6.266723,1.261048)","6.266723,1.261048",6.266723,1.261048,131,235745.89
3755,DP9500,TOGO,"(6.64191,1.122474)","6.64191,1.122474",6.64191,1.122474,129,499068.0
3756,DR1546,TOGO,"(6.275837,1.28022)","6.275837,1.28022",6.275837,1.28022,131,117594.15
3757,DR5426,TOGO,"(6.24367,1.227427)","6.24367,1.227427",6.24367,1.227427,131,127525.77
3758,DL4221,TOGO ,"(6.290554,1.193765)","6.290554,1.193765",6.290554,1.193765,223,61167.113
3759,DR4678,Togo ,"(6.451258,1.34113)","6.451258,1.34113",6.451258,1.34113,134,473920.22
3760,DR5622,TOGO,"(6.958017,1.170758)","6.958017,1.170758",6.958017,1.170758,113,14262873.0
3761,DR1655,TOGO,"(6.211373,1.497812)","6.211373,1.497812",6.211373,1.497812,158,1288706.4
3762,DP6246,TOGO,"(6.487909,1.646865)","6.487909,1.646865",6.487909,1.646865,157,3669102.5
3763,DS1968,TOGO,"(6.53642,1.360271)","6.53642,1.360271",6.53642,1.360271,136,7556225.0
3764,DR4445,TOGO,"(6.299857,1.305333)","6.299857,1.305333",6.299857,1.305333,147,117169.305
3765,DR3857,TOGO,"(6.496645,1.622582)","6.496645,1.622582",6.496645,1.622582,157,6516047.0
3766,DS0032,TOGO,"(6.88715,0.95335)","6.88715,0.95335",6.88715,0.95335,113,362611.6
3767,DR9085,TOGO,"(6.326182,1.61489)","6.326182,1.61489",6.326182,1.61489,157,1442427.0
3768,DR9213,TOGO,"(7.75905,1.196158)","7.75905,1.196158",7.75905,1.196158,120,22827486.0
3769,DS1697,TOGO,"(6.28615,1.14072)","6.28615,1.14072",6.28615,1.14072,223,280505.1
3770,DR3804,TOGO,"(7.126445,1.142545)","7.126445,1.142545",7.126445,1.142545,113,
3771,DS0050,TOGO,"(6.940705,1.157662)","6.940705,1.157662",6.940705,1.157662,113,
3772,DS1944,TOGO,"(6.370903,1.419656)","6.370903,1.419656",6.370903,1.419656,159,3791577.2
3773,DR3886,TOGO,"(6.171982,1.294048)","6.171982,1.294048",6.171982,1.294048,223,8251214.0
3774,DR9259,TOGO,"(6.362195,1.175042)","6.362195,1.175042",6.362195,1.175042,129,
3775,DR1615,TOGO,"(6.292645,1.116562)","6.292645,1.116562",6.292645,1.116562,223,
3776,DR9072,TOGO,"(6.934772,0.640208)","6.934772,0.640208",6.934772,0.640208,128,267177.38
3777,DS1597,TOGO,"(7.778172,1.192292)","7.778172,1.192292",7.778172,1.192292,120,1252924.1
3778,DR0111,TOGO,"(6.496555,1.060863)","6.496555,1.060863",6.496555,1.060863,129,103303.516
3779,DT0614,TOGO,"(6.942052,1.176955)","6.942052,1.176955",6.942052,1.176955,113,2819062.8
3780,DS0111,TOGO,"(6.320314,1.125765)","6.320314,1.125765",6.320314,1.125765,129,577871.25
3781,DR1744,TOGO,"(6.319727,1.273781)","6.319727,1.273781",6.319727,1.273781,129,25484.379
3782,DR9141,TOGO,"(7.096545,0.99157)","7.096545,0.99157",7.096545,0.99157,125,
3783,DR9075,TOGO,"(6.242848,1.230235)","6.242848,1.230235",6.242848,1.230235,131,127525.77
3784,DR0078,TOGO,"(6.464007,1.094583)","6.464007,1.094583",6.464007,1.094583,129,30595.71
3785,DT0414,TOGO,"(6.293277,1.359777)","6.293277,1.359777",6.293277,1.359777,147,1954788.8
3786,DR9284,TOGO,"(6.498718,1.290242)","6.498718,1.290242",6.498718,1.290242,129,
3787,DS0056,TOGO,"(6.286587,1.184985)","6.286587,1.184985",6.286587,1.184985,223,77201.234
3788,DS1687,TOGO,"(6.42436,1.248562)","6.42436,1.248562",6.42436,1.248562,129,
3789,DR4976,TOGO,"(6.296853,1.16765)","6.296853,1.16765",6.296853,1.16765,223,
3790,DR9144,TOGO,"(6.952432,1.186617)","6.952432,1.186617",6.952432,1.186617,113,
3791,DS0054,TOGO,"(6.957965,1.170627)","6.957965,1.170627",6.957965,1.170627,113,14262873.0
3792,DS2126,TOGO,"(6.446972,1.191258)","6.446972,1.191258",6.446972,1.191258,129,1021547.1
3793,DS0062,TOGO,"(6.951296,1.172583)","6.951296,1.172583",6.951296,1.172583,113,14262873.0
3794,DS0039,TOGO,"(6.446146,1.04071)","6.446146,1.04071",6.446146,1.04071,129,
3795,DR9112,TOGO,"(6.327536,1.117693)","6.327536,1.117693",6.327536,1.117693,129,3682945.5
3796,DR9113,TOGO,"(6.799335,0.794956)","6.799335,0.794956",6.799335,0.794956,128,5501395.0
3797,DR9079,TOGO,"(6.17544,1.293193)","6.17544,1.293193",6.17544,1.293193,223,2845829.2
3798,DR3849,TOGO,"(6.498018,1.620542)","6.498018,1.620542",6.498018,1.620542,157,6516047.0
3799,DR4621 ,Togo ,"(6.192983,1.415775)","6.192983,1.415775",6.192983,1.415775,255,2788100.2
3800,DR3805,TOGO,"(6.96555,1.17672)","6.96555,1.17672",6.96555,1.17672,113,174268.62
3801,DL0072,TOGO ,"(6.249185,1.223968)","6.249185,1.223968",6.249185,1.223968,131,222455.84
3802,DT0418,TOGO,"(6.215305,1.502789)","6.215305,1.502789",6.215305,1.502789,158,3951809.0
3803,DR1741,TOGO,"(6.298065,1.250335)","6.298065,1.250335",6.298065,1.250335,131,24634.396
3804,DR4638,Togo ,"(6.485401,1.605684)","6.485401,1.605684",6.485401,1.605684,157,23764.252
3805,DR9120,TOGO,"(6.858466,1.213746)","6.858466,1.213746",6.858466,1.213746,113,1455349.8
3806,DN0669,TOGO,"(6.376743,1.191132)","6.376743,1.191132",6.376743,1.191132,129,
3807,DM7517,TOGO,"(6.178157,1.375998)","6.178157,1.375998",6.178157,1.375998,255,6837219.0
3808,DL2866,TOGO ,"(6.947637,1.178767)","6.947637,1.178767",6.947637,1.178767,113,2819062.8
3809,DM7385,TOGO,"(6.451405,1.263458)","6.451405,1.263458",6.451405,1.263458,129,1060.9314
3810,DM3388,TOGO,"(6.343653,1.174197)","6.343653,1.174197",6.343653,1.174197,129,
3811,DL6914,TOGO ,"(6.183599,1.333825)","6.183599,1.333825",6.183599,1.333825,255,5126716.0
3812,DL2886,TOGO ,"(6.284258,1.137323)","6.284258,1.137323",6.284258,1.137323,223,280505.1
3813,DL1902,TOGO ,"(6.355572,1.191817)","6.355572,1.191817",6.355572,1.191817,129,
3814,DN0660,TOGO,"(6.313358,1.131113)","6.313358,1.131113",6.313358,1.131113,129,88862.695
3815,DM5540,TOGO,"(6.292868,1.358228)","6.292868,1.358228",6.292868,1.358228,147,
3816,DK5167,TOGO ,"(6.277349,1.248057)","6.277349,1.248057",6.277349,1.248057,131,
3817,DL2867,TOGO ,"(6.300803,1.296712)","6.300803,1.296712",6.300803,1.296712,129,
3818,DL1826,TOGO ,"(7.53676,1.110113)","7.53676,1.110113",7.53676,1.110113,108,4023683.8
3819,DP4630,TOGO,"(6.500332,1.321362)","6.500332,1.321362",6.500332,1.321362,136,591518.5
3820,DO6058,TOGO,"(6.478337,1.642502)","6.478337,1.642502",6.478337,1.642502,157,803030.4
3821,DL0129,TOGO ,"(6.60661,1.187172)","6.60661,1.187172",6.60661,1.187172,129,
3822,DM5621,TOGO,"(6.436033,1.239704)","6.436033,1.239704",6.436033,1.239704,129,
3823,DM3403,TOGO,"(6.294265,1.271736)","6.294265,1.271736",6.294265,1.271736,131,63491.47
3824,DO7519,TOGO,"(6.447147,0.916225)","6.447147,0.916225",6.447147,0.916225,129,645987.5
3825,DL7309,TOGO ,"(6.20305,1.477463)","6.20305,1.477463",6.20305,1.477463,158,2834829.5
3826,DL4167,TOGO ,"(6.332573,1.631333)","6.332573,1.631333",6.332573,1.631333,157,124907.26
3827,DM6861,TOGO,"(6.32449,1.194163)","6.32449,1.194163",6.32449,1.194163,129,
3828,DL4191,TOGO ,"(6.324268,1.201322)","6.324268,1.201322",6.324268,1.201322,129,
3829,DO7709,TOGO,"(6.41918,1.584644)","6.41918,1.584644",6.41918,1.584644,159,475512.06
3830,DL5021,TOGO,"(6.194022,1.373578)","6.194022,1.373578",6.194022,1.373578,255,25359.967
3831,DS1960,TOGO,"(6.948032,1.163995)","6.948032,1.163995",6.948032,1.163995,113,4078876.5
3832,DK1649,TOGO ,"(7.173378,1.163638)","7.173378,1.163638",7.173378,1.163638,113,509464.72
3833,DK5194,TOGO ,"(6.309515,1.11785)","6.309515,1.11785",6.309515,1.11785,129,
3834,DM5617,TOGO,"(6.461458,1.617643)","6.461458,1.617643",6.461458,1.617643,157,177476.56
3835,DM7520,TOGO,"(6.328517,1.609216)","6.328517,1.609216",6.328517,1.609216,157,1442427.0
3836,DN0778,TOGO,"(6.294288,1.284305)","6.294288,1.284305",6.294288,1.284305,131,
3837,DK0951,TOGO ,"(6.316122,1.246722)","6.316122,1.246722",6.316122,1.246722,129,1385598.6
3838,DN0647,TOGO,"(6.451401,1.263443)","6.451401,1.263443",6.451401,1.263443,129,1060.9314
3839,DM5391,TOGO,"(6.562579,1.371878)","6.562579,1.371878",6.562579,1.371878,136,
3840,DM3215,TOGO,"(6.684148,1.27556)","6.684148,1.27556",6.684148,1.27556,129,
3841,DL7284,TOGO ,"(6.277495,1.130468)","6.277495,1.130468",6.277495,1.130468,223,29911.338
3842,DL5430,TOGO,"(6.957925,1.170787)","6.957925,1.170787",6.957925,1.170787,113,14262873.0
3843,DN3065,TOGO,"(6.192896,1.415644)","6.192896,1.415644",6.192896,1.415644,255,2788100.2
3844,DL5341,TOGO,"(9.011211,1.13554)","9.011211,1.13554",9.011211,1.13554,118,6493269.5
3845,DN3070,TOGO,"(6.375382,1.175044)","6.375382,1.175044",6.375382,1.175044,129,17119.184
3846,DO7694,TOGO,"(6.336397,1.645781)","6.336397,1.645781",6.336397,1.645781,157,671863.75
3847,DM5628,TOGO,"(6.857634,1.179478)","6.857634,1.179478",6.857634,1.179478,113,71652.87
3848,DL2917,TOGO ,"(6.249553,1.304733)","6.249553,1.304733",6.249553,1.304733,147,63666.22
3849,DO7634,TOGO,"(6.446969,0.914943)","6.446969,0.914943",6.446969,0.914943,129,645987.5
3850,DN0772,TOGO,"(6.222743,1.51276)","6.222743,1.51276",6.222743,1.51276,158,3856108.8
3851,DR3499,TOGO,"(6.935162,1.088966)","6.935162,1.088966",6.935162,1.088966,113,
3852,DR3468,TOGO,"(6.601057,1.100806)","6.601057,1.100806",6.601057,1.100806,129,2409200.8
3853,DR4587,Togo ,"(6.435873,1.268493)","6.435873,1.268493",6.435873,1.268493,129,866349.25
3854,DR0245,TOGO,"(6.33327,1.090052)","6.33327,1.090052",6.33327,1.090052,129,97319.97
3855,DS0059,TOGO,"(6.957305,1.177981)","6.957305,1.177981",6.957305,1.177981,113,3553665.0
3856,DR1816,TOGO,"(6.317697,1.133323)","6.317697,1.133323",6.317697,1.133323,129,577871.25
3857,DR0207,TOGO,"(6.28359,1.131587)","6.28359,1.131587",6.28359,1.131587,223,22665.748
3858,DR3422,TOGO,"(6.671597,1.498812)","6.671597,1.498812",6.671597,1.498812,136,
3859,DR0188,TOGO,"(6.727865,1.096356)","6.727865,1.096356",6.727865,1.096356,129,
3860,DT0417,TOGO,"(6.324432,1.116245)","6.324432,1.116245",6.324432,1.116245,129,85299.28
3861,DO7407,TOGO,"(6.414245,1.582463)","6.414245,1.582463",6.414245,1.582463,159,
3862,DT0620,TOGO,"(6.255805,1.2285)","6.255805,1.2285",6.255805,1.2285,131,204566.39
3863,DS0026,TOGO,"(6.456635,0.915575)","6.456635,0.915575",6.456635,0.915575,129,6547015.0
3864,DR4581,TOGO,"(6.789925,0.791207)","6.789925,0.791207",6.789925,0.791207,128,70722.83
3865,DR5810,TOGO,"(6.937293,1.166883)","6.937293,1.166883",6.937293,1.166883,113,1024394.8
3866,DR4585,TOGO,"(6.429682,1.243872)","6.429682,1.243872",6.429682,1.243872,129,70990.27
3867,DR4512,TOGO,"(6.450482,1.192353)","6.450482,1.192353",6.450482,1.192353,129,2891.0906
3868,DR5421,TOGO,"(6.246523,1.230855)","6.246523,1.230855",6.246523,1.230855,131,127525.77
